,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
95,Which model of the car has the minimum horsepower?,SELECT Model FROM cars_data ORDER BY Horsepower ASC LIMIT 1  ,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,car_1
96,What is the model of the car with the smallest amount of horsepower?,SELECT Model FROM cars_data ORDER BY Horsepower ASC LIMIT 1  ,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,car_1
97,Find the model of the car whose weight is below the average weight.,SELECT Make FROM car_names WHERE Weight  <  (SELECT avg(Weight) FROM cars_data)  ,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),car_1
98,What is the model for the car with a weight smaller than the average?,SELECT      model FROM     cars_data WHERE     weight < AVG(weight) GROUP BY     model HAVING     COUNT(*) < 1  ,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),car_1
99,Find the name of the makers that produced some cars in the year of 1970?,SELECT T1.FullName FROM car_makers AS T1 JOIN car_names AS T2 ON T1.MakeId  =  T2.MakeId WHERE T2.Year  =  1970 AND T2.Maker  =  T1.Id  ,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,car_1
100,What is the name of the different car makers who produced a car in 1970?,SELECT FullName FROM car_makers WHERE Id = (SELECT MakeId FROM cars_data WHERE Year = 1970) AND Country = (SELECT CountryId FROM countries WHERE Continent = 'Europe')  ,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,car_1
101,Find the make and production time of the cars that were produced in the earliest year?,"SELECT Make, Production_Time, Year FROM cars_data WHERE Year = (SELECT MIN(Year) FROM cars_data) ORDER BY Production_Time ASC LIMIT 1  ","SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);",car_1
102,What is the maker of the carr produced in the earliest year and what year was it?,"SELECT Maker,Year FROM car_makers JOIN cars_data ON Maker = cars_data.Maker WHERE Year = (SELECT min(Year) FROM car_makers)  ","SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);",car_1
103,Which distinct car models are the produced after 1980?,SELECT DISTINCT Model FROM cars_data WHERE Year  >  1980  ,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,car_1
104,What are the different models for the cards produced after 1980?,SELECT Model FROM model_list WHERE Year  >  1980 AND Maker  =  car_makers.Id AND Make  =  car_names.MakeId AND Model  =  model_list.ModelId  ,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,car_1
105,How many car makers are there in each continents? List the continent name and the count.,"SELECT Continent, COUNT (DISTINCT CountryId) FROM countries GROUP BY Continent  ","SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",car_1
106,What is the name of each continent and how many car makers are there in each one?,"SELECT ContId,Continent,count(*) as num_makers FROM continents LEFT JOIN car_makers ON continents.ContId = car_makers.ContId GROUP BY ContId  ","SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",car_1
107,Which of the countries has the most car makers? List the country name.,SELECT CountryName FROM countries GROUP BY CountryName ORDER BY count(*) DESC LIMIT 1  ,SELECT T2.CountryName FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId GROUP BY T1.Country ORDER BY Count(*) DESC LIMIT 1;,car_1
108,What is the name of the country with the most car makers?,SELECT CountryName FROM countries GROUP BY CountryName ORDER BY count(*) DESC LIMIT 1  ,SELECT T2.CountryName FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId GROUP BY T1.Country ORDER BY Count(*) DESC LIMIT 1;,car_1
109,How many car models are produced by each maker ? Only list the count and the maker full name .,"SELECT count(*) ,  FullName FROM cars_data JOIN car_makers ON cars_data.MakeId = car_makers.MakeId  ","select count(*) ,  t2.fullname from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;",car_1
110,What is the number of car models that are produced by each maker and what is the id and full name of each maker?,"SELECT Id,Maker,FullName FROM car_makers  ","SELECT Count(*) ,  T2.FullName ,  T2.id FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id GROUP BY T2.id;",car_1
111,What is the accelerate of the car make amc hornet sportabout (sw)?,SELECT Accelerate FROM cars_data WHERE MakeId = 'amc hornet sportabout (sw)' AND Model = 'sw'  ,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,car_1
112,How much does the car accelerate that makes amc hornet sportabout (sw)?,"SELECT max(Accelerate) ,  avg(Accelerate) FROM cars_data GROUP BY MakeId HAVING max(Accelerate) = 'amc hornet sportabout (sw)'  ",SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,car_1
113,How many car makers are there in france?,SELECT COUNT(*) FROM car_makers WHERE Country = 'France' AND Id NOT IN (SELECT DISTINCT car_makers.Id FROM model_list)  ,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,car_1
114,What is the number of makers of care in France?,SELECT count(*) FROM car_makers WHERE Country = 'France' AND Maker IS NOT NULL  ,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,car_1
115,How many car models are produced in the usa?,SELECT COUNT(*) FROM cars_data WHERE Country = 'USA' AND (Accelerate > 0 OR Horsepower > 0 OR Weight > 0)  ,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,car_1
116,What is the count of the car models produced in the United States?,SELECT count(*) FROM cars_data WHERE Country  =  'United States' AND Maker  =  'Ford'  ,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,car_1
117,What is the average miles per gallon(mpg) of the cars with 4 cylinders?,SELECT avg(mpg) FROM cars_data WHERE Cylinders = 4 AND Country = 'United States'  ,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;,car_1
118,What is the average miles per gallon of all the cards with 4 cylinders?,SELECT avg(MPG) FROM cars_data WHERE Cylinders = 4 AND Country = 'United States'  ,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;,car_1
119,What is the smallest weight of the car produced with 8 cylinders on 1974 ?,"SELECT min(Weight) ,  avg(Weight) ,  Year FROM cars_data GROUP BY Cylinders HAVING count(*)  >  8 AND Year  =  1974  ",select min(weight) from cars_data where cylinders  =  8 and year  =  1974,car_1
120,What is the minimum weight of the car with 8 cylinders produced in 1974 ?,SELECT min(Weight) FROM cars_data WHERE Cylinders  =  8 AND Year  =  1974 AND Continent  =  1  ,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,car_1
121,What are all the makers and models?,"SELECT Maker,Model FROM car_makers  ","SELECT Maker ,  Model FROM MODEL_LIST;",car_1
122,What are the makers and models?,"SELECT Maker,Model FROM car_makers,car_names  ","SELECT Maker ,  Model FROM MODEL_LIST;",car_1
123,What are the countries having at least one car maker? List name and id.,"SELECT      countries.Continent,     COUNT(DISTINCT car_makers.Id) AS Count FROM     countries     LEFT JOIN car_makers ON countries.Continent = car_makers.Country     LEFT JOIN model_list ON car_makers.Id = model_list.Maker     LEFT JOIN car_names ON model_list.Model = car_names.Make     LEFT JOIN cars_data ON car_names.Make = cars_data.Id GROUP BY     countries.Continent  ","SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;",car_1
124,What are the names and ids of all countries with at least one car maker?,"SELECT CountryName,CountryId FROM countries WHERE Id IN (SELECT Id FROM car_makers)  ","SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;",car_1
125,What is the number of the cars with horsepower more than 150?,SELECT Id FROM cars_data WHERE Horsepower  >  150 AND Country = 'United States'  ,SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;,car_1
126,What is the number of cars with a horsepower greater than 150?,SELECT count(*) FROM cars_data WHERE Horsepower  >  150 AND Country = 'United States'  ,SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;,car_1
127,What is the average weight of cars each year?,SELECT avg(Weight) FROM cars_data GROUP BY Year  ,"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;",car_1
128,What is the average weight and year for each year?,"SELECT avg(Weight) ,  avg(Year) FROM cars_data GROUP BY Year  ","SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;",car_1
129,Which countries in europe have at least 3 car manufacturers?,"SELECT      countries.Continent, COUNT(DISTINCT car_makers.Id) AS Count FROM     continents JOIN     countries ON continents.ContId = countries.ContId JOIN     car_makers ON countries.CountryId = car_makers.Country JOIN     model_list ON car_makers.Id = model_list.Maker JOIN     car_names ON model_list.Model = car_names.Make JOIN     cars_data ON car_names.MakeId = cars_data.Id GROUP BY     countries.Continent HAVING     COUNT(DISTINCT car_makers.Id) >= 3  ",SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,car_1
130,What are the names of all European countries with at least 3 manufacturers?,"SELECT name FROM countries WHERE @.@ in (SELECT name FROM countries AS T1 JOIN continents AS T2 ON T1.ContId  =  T2.ContId WHERE T2.ContName  =  ""European"" AND T1.CountryName  >=  ""3"")  ",SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,car_1
131,What is the maximum horsepower and the make of the car models with 3 cylinders?,"SELECT max(Horsepower) ,  Make FROM cars_data GROUP BY Cylinders,Edispl,Country  ","SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;",car_1
132,What is the largest amount of horsepower for the models with 3 cylinders and what make is it?,"SELECT max(Horsepower) ,  MakeId FROM cars_data WHERE Cylinders  =  3 AND Country  =  'United States'  ","SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;",car_1
133,"Which model saves the most gasoline? That is to say, have the maximum miles per gallon.",SELECT Model FROM model_list ORDER BY MPG DESC LIMIT 1  ,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;,car_1
134,What is the car model with the highest mpg ?,SELECT MPG FROM cars_data ORDER BY MPG DESC LIMIT 1  ,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;,car_1
135,What is the average horsepower of the cars before 1980?,SELECT avg(Horsepower) FROM cars_data WHERE Year < 1980  ,SELECT avg(horsepower) FROM CARS_DATA WHERE YEAR  <  1980;,car_1
136,What is the average horsepower for all cars produced before 1980 ?,SELECT avg(Horsepower) FROM cars_data WHERE Year < 1980  ,select avg(horsepower) from cars_data where year  <  1980;,car_1
137,What is the average edispl of the cars of model volvo?,SELECT avg(Edispl) FROM cars_data WHERE Maker  =  'Volvo' AND Model  =  'Volvo'  ,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,car_1
138,What is the average edispl for all volvos?,SELECT avg(Edispl) FROM cars_data WHERE Make = 'Volvo'  ,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,car_1
139,What is the maximum accelerate for different number of cylinders?,SELECT max(Accelerate) FROM cars_data GROUP BY Cylinders  ,"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;",car_1
140,What is the maximum accelerate for all the different cylinders?,SELECT max(Accelerate) FROM cars_data WHERE Cylinders = (SELECT max(Cylinders) FROM cars_data)  ,"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;",car_1
141,Which model has the most version(make) of cars?,SELECT make FROM cars_data GROUP BY make ORDER BY count(*) DESC LIMIT 1  ,SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;,car_1
142,What model has the most different versions?,"SELECT Model,Maker,Id FROM model_list GROUP BY Model,Maker ORDER BY count(*) DESC LIMIT 1  ",SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;,car_1
143,How many cars have more than 4 cylinders?,SELECT count(*) FROM cars_data WHERE Cylinders  >  4  ,SELECT count(*) FROM CARS_DATA WHERE Cylinders  >  4;,car_1
144,What is the number of cars with more than 4 cylinders?,SELECT count(*) FROM cars_data WHERE Cylinders  >  4  ,SELECT count(*) FROM CARS_DATA WHERE Cylinders  >  4;,car_1
145,how many cars were produced in 1980?,SELECT COUNT (DISTINCT Id) FROM cars_data WHERE Year = 1980  ,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;,car_1
146,"In 1980, how many cars were made?",SELECT COUNT (DISTINCT Id) FROM cars_data WHERE YEAR  =  1980  ,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;,car_1
147,How many car models were produced by the maker with full name American Motor Company?,SELECT count(*) FROM cars_data WHERE car_makers.FullName = 'American Motor Company' AND car_makers.Country = 'United States'  ,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';,car_1
148,What is the number of car models created by the car maker American Motor Company?,SELECT count(*) FROM model_list WHERE maker  =  'American Motor Company' AND country  =  'United States'  ,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';,car_1
149,Which makers designed more than 3 car models? List full name and the id.,"SELECT T1.FullName ,  T1.Id FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Id  =  T2.MakeId WHERE T2.ModelCount  > 3 GROUP BY T1.Id HAVING COUNT(DISTINCT T2.Model) > 3  ","SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;",car_1
150,What are the names and ids of all makers with more than 3 models?,"SELECT T1.FullName, T1.Id FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T2.Models > 3  ","SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;",car_1
151,Which distinctive models are produced by maker with the full name General Motors or weighing more than 3500?,"SELECT DISTINCT Model FROM car_makers WHERE Maker = ""General Motors"" AND Weight > 3500  ",SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;,car_1
152,What are the different models created by either the car maker General Motors or weighed more than 3500?,"SELECT      car_makers.Id,     car_makers.Maker,     car_makers.FullName,     car_makers.Country,     COUNT(DISTINCT cars_data.Id) AS num_cars,     COUNT(DISTINCT cars_data.Id) OVER (PARTITION BY car_makers.Id) AS num_cars_per_maker,     COUNT(DISTINCT cars_data.Id) OVER (PARTITION BY car_makers.Id, car_makers.Country) AS num_cars_per_maker_and_country,     COUNT(DISTINCT cars_data.Id) OVER (PARTITION BY car_makers.Id, car_makers.Country, car_makers.FullName) AS num_cars_per_maker_and_country_and_full_name,     COUNT(DISTINCT cars_data.Id) OVER (PARTITION BY car_makers.Id, car_makers.Country, car_makers.FullName, car_makers.Year) AS num_cars_per_maker_and_country_and_full_name_and_year,     COUNT(DISTINCT cars_data.Id) OVER (PARTITION BY car_makers.Id, car_makers.Country, car_makers.FullName, car_makers.Year, car_makers.Accelerate) AS num_cars_per_maker_and_country_and_full_name_",SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;,car_1
