NLQ,PRED SQL,GOLD SQL,OUTPUT PRED,OUTPUT GOLD
what number of patients with femoral artery thrombosis have 0 death status?,SELECT count(*) FROM Demographic WHERE DOD  =  0 AND SUBJECT_ID IN (SELECT SUBJECT_ID FROM Demographic WHERE DIAGNOSIS  =  'femoral artery thrombosis'),"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""FEMORAL ARTERY THROMBOSIS""","[(0,)]","[(1,)]"
How many of the patients born before 2083 have confirmed death status?,SELECT count(*) FROM Demographic WHERE DOB_YEAR  <  2083 AND EXPIRE_FLAG  =  1,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2083""","[(16,)]","[(16,)]"
"Among patients admitted before 2114, for how many of them have a death status unspecified? ",SELECT count(*) FROM Demographic WHERE ADMITTIME  <  2114 AND DOD  =  'Unspecified',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2114""","[(0,)]","[(8,)]"
how many patients died and were diagnosed with proteus infection nos?,"SELECT count(DISTINCT T1.DOD) ,  count(DISTINCT T2.ICD9_CODE) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD  IS NOT NULL AND T2.ICD9_CODE  =  'Proteus'","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND DIAGNOSES.""SHORT_TITLE"" = ""Proteus infection NOS""","[(0, 0)]","[(1,)]"
how many patients survived and were diagnosed with cl skul base fx-coma nos?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD IS NOT NULL AND T2.ICD9_CODE  =  'cl skul base fx-coma nos',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND DIAGNOSES.""SHORT_TITLE"" = ""Cl skul base fx-coma NOS""","[(0,)]","[(1,)]"
Provide the number of patients that survived and have diagnosis long title of other second degree atrioventricular block.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD IS NOT NULL AND T2.LONG_TITLE  =  'other second degree atrioventricular block',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND DIAGNOSES.""LONG_TITLE"" = ""Other second degree atrioventricular block""","[(0,)]","[(1,)]"
Count the number of dead patients who were diagnosed with unspecified asthma.,SELECT count(DISTINCT T1.HADM_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD  IS NOT NULL AND T2.ICD9_CODE  =  'unspecified asthma',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND DIAGNOSES.""LONG_TITLE"" = ""Asthma, unspecified type, unspecified""","[(0,)]","[(2,)]"
What number of patients who had incision of aorta survived?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD  IS NOT NULL AND T2.ICD9_CODE  =  'incision of aorta',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND PROCEDURES.""SHORT_TITLE"" = ""Incision of aorta""","[(0,)]","[(1,)]"
how many office admission patients are less than 50 years of age?,SELECT count(*) FROM Demographic WHERE ADMISSION_TYPE  =  'office' AND AGE  <  50,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND DEMOGRAPHIC.""AGE"" < ""50""","[(0,)]","[(23,)]"
how many patients are admitted under emergency room before the year 2155?,SELECT count(*) FROM Demographic WHERE ADMISSION_TYPE  =  'Emergency' AND ADMITTIME  <  '2155-01-01',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2155""","[(0,)]","[(14,)]"
How many patients diagnosed with dysphagia nos were admitted to clinic referral (premature)?,SELECT count(DISTINCT T1.hadm_id) FROM diagnoses AS T1 JOIN demographic AS T2 ON T1.hadm_id  =  T2.hadm_id WHERE T1.icd9_code  =  'Dysphagia NOS' AND T2.admission_type  =  'Clinic Referral (Premature)',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND DIAGNOSES.""SHORT_TITLE"" = ""Dysphagia NOS""","[(0,)]","[(2,)]"
count the number of patients whose admission locations is phys referral/normal deli and diagnosis long title is diverticulitis of colon (without mention of hemorrhage).,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'phys referral/normal deli' AND T2.LONG_TITLE  =  'diverticulitis of colon',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND DIAGNOSES.""LONG_TITLE"" = ""Diverticulitis of colon (without mention of hemorrhage)""","[(0,)]","[(1,)]"
How many patients are transferred from hosp/extram for the diagnosis benign neoplasm of spinal meninges?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'hosp' OR T1.ADMISSION_LOCATION  =  'extram' AND T2.ICD9_CODE  =  'benign neoplasm of spinal meninges',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRANSFER FROM HOSP/EXTRAM"" AND DIAGNOSES.""LONG_TITLE"" = ""Benign neoplasm of spinal meninges""","[(0,)]","[(1,)]"
provide the number of patients admitted before the year 2127 who were discharged at home.,SELECT count(*) FROM Demographic WHERE ADMITTIME  <  2127 AND DISCHARGE_LOCATION  =  'home',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2127""","[(0,)]","[(9,)]"
what is the number of home health care discharge patients who were admitted before 2197?,SELECT count(*) FROM Demographic WHERE ADMISSION_TYPE  =  'HOME HEALTH CARE' AND ADMITTIME  <  2197,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME HEALTH CARE"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2197""","[(0,)]","[(27,)]"
what is the number of patients with end stage renal disease diagnoses who were discharged to skilled nursing facility?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DISCHARGE_LOCATION  =  'skilled nursing facility' AND T2.ICD9_CODE  =  'end stage renal disease',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""REHAB/DISTINCT PART HOSP"" AND DIAGNOSES.""LONG_TITLE"" = ""End stage renal disease""","[(0,)]","[(1,)]"
get me the number of home health care discharged patients who were diagnosed with other abnormal blood chemistry.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'home health care' AND T2.ICD9_CODE  =  'other abnormal blood chemistry',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME HEALTH CARE"" AND DIAGNOSES.""LONG_TITLE"" = ""Other abnormal blood chemistry""","[(0,)]","[(1,)]"
how many patients are discharged to location home and followed the procedure contr cerebr arteriogram?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DISCHARGE_LOCATION  =  'home' AND T2.LONG_TITLE  =  'contr cerebr arteriogram',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME"" AND PROCEDURES.""SHORT_TITLE"" = ""Contr cerebr arteriogram""","[(0,)]","[(2,)]"
how many patients with percutaneous abdominal drainage were discharged for home health care?,SELECT count(*) FROM Demographic WHERE ADMISSION_TYPE  =  'home health care' AND DIAGNOSIS  LIKE '%percutaneous abdominal drainage%',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME HEALTH CARE"" AND PROCEDURES.""LONG_TITLE"" = ""Percutaneous abdominal drainage""","[(0,)]","[(2,)]"
How many patients are discharged due to short term hospital and tested with potassium whole blood?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'short term hospital' AND T2.ITEMID  =  'potassium whole blood',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""SHORT TERM HOSPITAL"" AND LAB.""LABEL"" = ""Potassium, Whole Blood""","[(0,)]","[(1,)]"
how many patients who had magnesium lab test have been discharged to snf?,SELECT count(DISTINCT T1.ITEMID) FROM Lab AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ITEMID  =  'magnesium' AND T2.DISCHARGE_LOCATION  =  'snf',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""SNF"" AND LAB.""LABEL"" = ""Magnesium""","[(0,)]","[(10,)]"
how many patients are discharged to home health care and tested for urea nitrogen in lab?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'home health care' AND T2.ITEMID  =  'urea nitrogen',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME HEALTH CARE"" AND LAB.""LABEL"" = ""Urea Nitrogen""","[(0,)]","[(26,)]"
What number of patients with their lab test name as amylase were discharged at home health care?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'home health care' AND T2.ITEMID  =  'amylase',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME HEALTH CARE"" AND LAB.""LABEL"" = ""Amylase""","[(0,)]","[(10,)]"
how many patients are diagnosed with primary disease atrial septal defect mitral valve replacement repair atrial-septal defect/sda and are born before 2111?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOB  <  2111 AND T2.ICD9_CODE  =  'atrial septal defect' OR T2.ICD9_CODE  =  'mitral valve replacement' OR T2.ICD9_CODE  =  'repair atrial-septal defect/sda',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""ATRIAL SEPTAL DEFECT\MITRAL VALVE REPLACEMENT;REPAIR ATRIAL-SEPTAL DEFECT/SDA"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2111""","[(0,)]","[(1,)]"
what is the number of patients whose primary disease is atrial septal defect/mitral valve replacement; repair atrial-septal defect/sda and born before the year 2080?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOB_YEAR  <  2080 AND T2.ICD9_CODE  =  'atrial septal defect/mitral valve replacement; repair atrial-septal defect/sda',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""ATRIAL SEPTAL DEFECT\MITRAL VALVE REPLACEMENT;REPAIR ATRIAL-SEPTAL DEFECT/SDA"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2080""","[(0,)]","[(1,)]"
how many patients diagnosed with bladder cancer/sda were born before the year 2076?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOB_YEAR  <  2076 AND T2.ICD9_CODE  =  'bladder cancer/sda',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""BLADDER CANCER/SDA"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2076""","[(0,)]","[(1,)]"
"Among patients admitted before the year 2176, how many had squamous cell carcinoma oral tongue (sda) as their primary disease?",SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMITTIME  <  2176 AND T2.ICD9_CODE  =  'squamous cell carcinoma oral tongue (sda)',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""SQUAMOUS CELL CARCINOMA ORAL TONGUE/SDA"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2176""","[(0,)]","[(1,)]"
How many of the patients admitted before the year 2197 had st elevated myocardial infarction\cardiac cath as their primary disease?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMITTIME  <  2197 AND T2.ICD9_CODE  =  'st elevated myocardial infarction\cardiac cath',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""ST ELEVATED MYOCARDIAL INFARCTION\CARDIAC CATH"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2197""","[(0,)]","[(1,)]"
what is the number of patients with primary disease neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues/bone marrow transplant who were admitted before 2197?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMITTIME  <  2197 AND T2.ICD9_CODE  =  'neoplasm' AND T2.SHORT_TITLE  =  'primary disease' AND T2.LONG_TITLE  =  'neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues/bone marrow transplant',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""NEOPLASM OF UNCERTAIN BEHAVIOR OF OTHER LYMPHATIC AND HEMATOPOIETIC TISSUES\BONE MARROW TRANSPLANT"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2197""","[(0,)]","[(1,)]"
count the number of patients whose primary disease is acidosis and lab test category is blood gas.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  'acidosis' AND T3.CATEGORY  =  'blood gas',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""ACIDOSIS"" AND LAB.""CATEGORY"" = ""Blood Gas""","[(0,)]","[(1,)]"
what is the number of patients whose age is below 71 and died in or before 2132?,SELECT count(*) FROM Demographic WHERE AGE  <  71 AND DOD  <=  2132,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""AGE"" < ""71"" AND DEMOGRAPHIC.""DOD_YEAR"" <= ""2132.0""","[(3,)]","[(3,)]"
Bring the list of patients less than 61 years old that were diagnosed with coronary atherosclerosis of native coronary artery.,SELECT T1.SUBJECT_ID FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.AGE  <  61 AND T2.ICD9_CODE  =  '410.9',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""61"" AND DIAGNOSES.""SHORT_TITLE"" = ""Crnry athrscl natve vssl""",[],"[(3,)]"
how many patients below 77 years of age have had the procedure with short title radiotherapeutic proc nec?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.AGE  <  77 AND T2.SHORT_TITLE  =  'radiotherapeutic proc nec',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""77"" AND PROCEDURES.""SHORT_TITLE"" = ""Radiotherapeut proc NEC""","[(0,)]","[(1,)]"
calculate the number of patients aged below 86 who had an infusion of vasopressor,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.AGE  <  86 AND T2.ITEMID  =  'vasopressor',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""86"" AND PROCEDURES.""SHORT_TITLE"" = ""Infusion of vasopressor""","[(0,)]","[(3,)]"
how many patients below 82 years of age have undergone the procedure with short title extracorporeal circulat?,SELECT count(DISTINCT T2.subject_id) FROM demographic AS T1 JOIN procedures AS T2 ON T1.subject_id  =  T2.subject_id WHERE T2.SHORT_TITLE  =  'extracorporeal circulat' AND T1.AGE  <  82,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""82"" AND PROCEDURES.""SHORT_TITLE"" = ""Extracorporeal circulat""","[(0,)]","[(9,)]"
how many patients aged below 74 years had the procedure short title form cutan ileoureterost?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.AGE  <  74 AND T2.SHORT_TITLE  =  'form cutan ileoureterost',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""74"" AND PROCEDURES.""SHORT_TITLE"" = ""Form cutan ileoureterost""","[(0,)]","[(1,)]"
how many patients aged below 45 years have parenteral infusion of concentrated nutritional substances as the procedure long title?,"SELECT count(Demographic.SUBJECT_ID) FROM Demographic JOIN Procedures ON Demographic.HADM_ID = Procedures.HADM_ID WHERE AGE  <  45 AND LONG_TITLE  =  ""parenteral infusion of concentrated nutritional substances""","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""45"" AND PROCEDURES.""LONG_TITLE"" = ""Parenteral infusion of concentrated nutritional substances""","[(0,)]","[(2,)]"
"how many patients aged below 55 had venous catheterization, not elsewhere classified?",SELECT count(DISTINCT T1.subject_id) FROM lab AS T1 JOIN demographic AS T2 ON T1.hadm_id  =  T2.hadm_id WHERE T1.itemid  =  'venous catheterization' AND T2.age  <  55,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""AGE"" < ""55"" AND PROCEDURES.""LONG_TITLE"" = ""Venous catheterization, not elsewhere classified""","[(0,)]","[(4,)]"
How many patients stayed in hospital for more than 15 days and were diagnosed for respiratory distress syn?,SELECT count(DISTINCT T1.HADM_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DAYS_STAY  >  15 AND T2.ICD9_CODE  =  'respiratory distress',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DAYS_STAY"" > ""15"" AND DIAGNOSES.""SHORT_TITLE"" = ""Respiratory distress syn""","[(0,)]","[(1,)]"
how many patients stayed in hospital for more than 15 days and diagnosed with respiratory distress syndrome in newborn?,SELECT count(DISTINCT T1.HADM_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DAYS_STAY  >  15 AND T2.ICD9_CODE  =  'respiratory distress syndrome',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DAYS_STAY"" > ""15"" AND DIAGNOSES.""LONG_TITLE"" = ""Respiratory distress syndrome in newborn""","[(0,)]","[(1,)]"
Find the number of patients who stayed more than 5 days in the hospital and had a cardiac mapping procedure.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DAYS_STAY  >  5 AND T2.ICD9_CODE  =  5,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DAYS_STAY"" > ""5"" AND PROCEDURES.""SHORT_TITLE"" = ""Cardiac mapping""","[(0,)]","[(1,)]"
report the number of patients who had other phototherapy and were hospitalized for more than 29 days.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DAYS_STAY  >  29 AND T2.ITEMID  =  'other phototherapy',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DAYS_STAY"" > ""29"" AND PROCEDURES.""SHORT_TITLE"" = ""Other phototherapy""","[(0,)]","[(1,)]"
